Invoice Number,Order Date,Delivery Date,Shipping Type,Client Code,Client Name,Client Segment,Country,Location,Region Code,Zip Code,Product Code,Product Category,Product Description,Sale Amount,Quantity,DiscountRate,Profit Margin,Payment Method,Warranty (Years),Customer Satisfaction,Product Return Status,Sales Channel,Customer Loyalty Program,Marketing Campaign Code
INV-000042,2024-12-16,2024-12-20,In-Store Pickup,CL-7360,James Parker,Retail Partner,Netherlands,The Hague,SF,40355,PD-1080,Home Decor,Decorative Lamp,2217.06,9,0.1,285.86,Credit Card,1,4,Returned,Online,None,MC-7861
INV-000069,2025-06-23,2025-06-27,In-Store Pickup,CL-2247,David Harris,Retail Partner,Italy,Naples,FL,62700,PD-1587,Automotive Parts,Yoga Mat,515.42,8,0.18,264.75,PayPal,2,4,Returned,In-Store,Silver,MC-1015
INV-000099,2026-01-19,2026-01-23,Drone Delivery,CL-6610,Jennifer Lee,E-commerce,Netherlands,The Hague,FL,53416,PD-3838,Wearable Tech,Decorative Lamp,1679.73,7,0.3,301.29,Credit Card,1,3,Returned,Wholesale,Gold,MC-6258
INV-000026,2024-08-26,2024-08-30,Drone Delivery,CL-8694,James Parker,E-commerce,Spain,Barcelona,SF,62498,PD-4808,Home Decor,Yoga Mat,277.44,3,0.32,287.53,Bank Transfer,1,4,No Return,Online,None,MC-5714
INV-000005,2024-04-01,2024-04-05,Freight,CL-3909,Laura Martinez,Retail Partner,Italy,Milan,FL,30382,PD-4429,Automotive Parts,Decorative Lamp,1571.15,4,0.14,397.03,Bank Transfer,2,4,No Return,Wholesale,Gold,MC-9090
INV-000035,2024-10-28,2024-11-01,Freight,CL-9974,Jennifer Lee,E-commerce,Italy,Rome,SF,69948,PD-3674,Fitness Gear,Decorative Lamp,1661.69,1,0.27,178.37,Cash,3,1,No Return,In-Store,Gold,MC-5714
INV-000017,2024-06-24,2024-06-28,Freight,CL-4178,Laura Martinez,Retail Partner,Netherlands,Rotterdam,TX,72475,PD-1328,Automotive Parts,Decorative Lamp,591.03,6,0.26,104.13,Bitcoin,2,5,No Return,In-Store,Gold,MC-1323
INV-000029,2024-09-16,2024-09-20,Drone Delivery,CL-3781,Laura Martinez,E-commerce,Italy,Milan,FL,79731,PD-1994,Garden Tools,Decorative Lamp,1410.47,11,0.08,32.6,Cash,2,2,No Return,Wholesale,Platinum,MC-6006
INV-000030,2024-09-23,2024-09-27,Drone Delivery,CL-8914,Laura Martinez,Retail Partner,Italy,Rome,NV,74882,PD-4974,Fitness Gear,Cordless Drill,1226.76,11,0.07,185.14,Bitcoin,2,1,No Return,Online,Platinum,MC-3428
INV-000045,2025-01-06,2025-01-10,Freight,CL-5890,Jennifer Lee,Retail Partner,Spain,Barcelona,TX,74076,PD-2875,Home Decor,Car Battery,665.25,6,0.13,244.9,Bitcoin,3,4,No Return,Wholesale,Gold,MC-8176
INV-000017,2024-06-24,2024-06-28,Freight,CL-4178,Laura Martinez,Retail Partner,Netherlands,Rotterdam,TX,72475,PD-1328,Automotive Parts,Decorative Lamp,591.03,6,0.26,104.13,Bitcoin,2,5,No Return,In-Store,Gold,MC-1400
INV-000025,2024-08-19,2024-08-23,In-Store Pickup,CL-8402,David Harris,E-commerce,France,Marseille,SF,62686,PD-2761,Fitness Gear,Yoga Mat,2056.27,2,0.24,144.55,Cash,1,3,Returned,Online,None,MC-5753
INV-000027,2024-09-02,2024-09-06,Freight,CL-8395,James Parker,E-commerce,Italy,Rome,SF,35364,PD-4253,Home Decor,Cordless Drill,143.44,11,0.28,202.54,Bank Transfer,5,4,Returned,In-Store,Platinum,MC-2019
INV-000033,2024-10-14,2024-10-18,Freight,CL-7823,Jennifer Lee,Retail Partner,France,Paris,SF,41882,PD-4308,Automotive Parts,Smart Ring,930.59,10,0.07,182.65,Cash,2,2,Returned,In-Store,Platinum,MC-1936
INV-000060,2025-04-21,2025-04-25,Drone Delivery,CL-7191,David Harris,Retail Partner,France,Lyon,TX,60393,PD-3631,Garden Tools,Yoga Mat,2128.29,8,0.32,396.16,Credit Card,3,1,No Return,Wholesale,Platinum,MC-1273
INV-000057,2025-03-31,2025-04-04,Freight,CL-2013,Karen Wright,Retail Partner,Italy,Milan,TX,65896,PD-1207,Wearable Tech,Cordless Drill,2004.99,11,0.27,186.53,Bitcoin,5,5,Returned,Online,Gold,MC-3870
INV-000034,2024-10-21,2024-10-25,In-Store Pickup,CL-7400,Jennifer Lee,E-commerce,Spain,Barcelona,SF,54959,PD-4702,Wearable Tech,Yoga Mat,1417.95,8,0.11,108.35,Bitcoin,1,1,Returned,Online,None,MC-8278
INV-000089,2025-11-10,2025-11-14,Drone Delivery,CL-8012,James Parker,Retail Partner,Italy,Milan,FL,56623,PD-4078,Automotive Parts,Yoga Mat,2218.23,2,0.12,318.12,Cash,2,2,Returned,Wholesale,Bronze,MC-9069
INV-000004,2024-03-25,2024-03-29,Freight,CL-9549,Laura Martinez,E-commerce,Netherlands,Amsterdam,SF,51700,PD-3034,Wearable Tech,Decorative Lamp,1623.92,9,0.18,19.08,Credit Card,2,5,No Return,In-Store,Gold,MC-9658
INV-000078,2025-08-25,2025-08-29,Drone Delivery,CL-6822,Karen Wright,E-commerce,Germany,Hamburg,TX,38483,PD-3877,Garden Tools,Car Battery,2027.87,7,0.1,350.62,Bank Transfer,5,2,Returned,Online,Silver,MC-7716
INV-000022,2024-07-29,2024-08-02,Drone Delivery,CL-5514,Karen Wright,E-commerce,France,Lyon,NV,36600,PD-2193,Home Decor,Cordless Drill,2298.02,11,0.05,66.99,Bank Transfer,2,3,Returned,In-Store,Bronze,MC-1322
INV-000023,2024-08-05,2024-08-09,Drone Delivery,CL-4702,Jennifer Lee,Retail Partner,Spain,Barcelona,NV,54643,PD-3912,Wearable Tech,Cordless Drill,1358.9,3,0.19,194.35,PayPal,3,4,No Return,Online,None,MC-1094
INV-000048,2025-01-27,2025-01-31,Drone Delivery,CL-3080,Jennifer Lee,Retail Partner,Italy,Naples,SF,51873,PD-3712,Home Decor,Smart Ring,1356.37,9,0.13,383.98,Bank Transfer,3,2,Returned,In-Store,Platinum,MC-8366
INV-000062,2025-05-05,2025-05-09,Drone Delivery,CL-5487,Karen Wright,E-commerce,Netherlands,Rotterdam,SF,42760,PD-3795,Fitness Gear,Decorative Lamp,365.34,10,0.17,165.43,Cash,2,4,No Return,Online,Bronze,MC-8730
INV-000029,2024-09-16,2024-09-20,Drone Delivery,CL-3781,Laura Martinez,E-commerce,Italy,Milan,FL,79731,PD-1994,Garden Tools,Decorative Lamp,1410.47,11,0.08,32.6,Cash,2,2,No Return,Wholesale,Platinum,MC-9244
INV-000066,2025-06-02,2025-06-06,Freight,CL-2361,David Harris,Retail Partner,Netherlands,Rotterdam,FL,66595,PD-3212,Fitness Gear,Smart Ring,1825.23,4,0.24,191.36,Bank Transfer,5,2,Returned,Online,None,MC-6802
INV-000035,2024-10-28,2024-11-01,Freight,CL-9974,Jennifer Lee,E-commerce,Italy,Rome,SF,69948,PD-3674,Fitness Gear,Decorative Lamp,1661.69,1,0.27,178.37,Cash,3,1,No Return,In-Store,Gold,MC-7869
INV-000094,2025-12-15,2025-12-19,Freight,CL-9752,Laura Martinez,E-commerce,Germany,Hamburg,TX,54436,PD-3403,Fitness Gear,Yoga Mat,182.98,10,0.07,115.96,Credit Card,3,2,No Return,In-Store,Silver,MC-5726
INV-000066,2025-06-02,2025-06-06,Freight,CL-2361,David Harris,Retail Partner,Netherlands,Rotterdam,FL,66595,PD-3212,Fitness Gear,Smart Ring,1825.23,4,0.24,191.36,Bank Transfer,5,2,Returned,Online,None,MC-9126
INV-000015,2024-06-10,2024-06-14,In-Store Pickup,CL-2845,Jennifer Lee,Retail Partner,Spain,Valencia,SF,37049,PD-2077,Automotive Parts,Smart Ring,1819.8,4,0.28,260.79,Credit Card,2,3,Returned,Online,Bronze,MC-9832
INV-000038,2024-11-18,2024-11-22,Drone Delivery,CL-4403,David Harris,Retail Partner,Germany,Hamburg,TX,60277,PD-1486,Automotive Parts,Smart Ring,792.62,10,0.13,244.73,Bank Transfer,2,5,Returned,In-Store,None,MC-2820
INV-000059,2025-04-14,2025-04-18,Drone Delivery,CL-6440,David Harris,Retail Partner,Spain,Barcelona,NV,67950,PD-2647,Fitness Gear,Car Battery,2216.66,10,0.18,272.94,Credit Card,3,3,Returned,Wholesale,Gold,MC-5581
INV-000070,2025-06-30,2025-07-04,Freight,CL-2329,David Harris,Retail Partner,France,Marseille,MI,70559,PD-3351,Automotive Parts,Smart Ring,120.17,3,0.29,253.67,Cash,2,1,No Return,Wholesale,Silver,MC-4122
INV-000089,2025-11-10,2025-11-14,Drone Delivery,CL-8012,James Parker,Retail Partner,Italy,Milan,FL,56623,PD-4078,Automotive Parts,Yoga Mat,2218.23,2,0.12,318.12,Cash,2,2,Returned,Wholesale,Bronze,MC-6576
INV-000081,2025-09-15,2025-09-19,Drone Delivery,CL-4609,Karen Wright,Retail Partner,Germany,Berlin,NV,75682,PD-4622,Garden Tools,Yoga Mat,1158.23,8,0.15,244.74,PayPal,2,3,No Return,Wholesale,None,MC-2190
INV-000013,2024-05-27,2024-05-31,Drone Delivery,CL-7345,Jennifer Lee,Retail Partner,France,Marseille,NV,67537,PD-2746,Wearable Tech,Car Battery,2377.33,8,0.3,321.47,Bank Transfer,1,3,Returned,Wholesale,Bronze,MC-3654
INV-000076,2025-08-11,2025-08-15,Freight,CL-4653,Laura Martinez,E-commerce,Spain,Barcelona,NV,37465,PD-4070,Fitness Gear,Decorative Lamp,451.05,1,0.12,310.26,Credit Card,3,2,Returned,Wholesale,Silver,MC-8100
INV-000088,2025-11-03,2025-11-07,Freight,CL-3772,Laura Martinez,E-commerce,Germany,Berlin,TX,61096,PD-4806,Wearable Tech,Smart Ring,583.18,3,0.23,77.69,Bank Transfer,3,5,Returned,Online,None,MC-4580
INV-000002,2024-03-11,2024-03-15,Freight,CL-8461,Jennifer Lee,Retail Partner,Italy,Naples,NV,62933,PD-2253,Wearable Tech,Car Battery,1816.01,6,0.17,232.22,Cash,2,1,No Return,Online,Silver,MC-8633
INV-000029,2024-09-16,2024-09-20,Drone Delivery,CL-3781,Laura Martinez,E-commerce,Italy,Milan,FL,79731,PD-1994,Garden Tools,Decorative Lamp,1410.47,11,0.08,32.6,Cash,2,2,No Return,Wholesale,Platinum,MC-1860
INV-000046,2025-01-13,2025-01-17,In-Store Pickup,CL-7072,Karen Wright,E-commerce,Spain,Barcelona,MI,69543,PD-4770,Garden Tools,Cordless Drill,1514.69,8,0.09,309.08,Bitcoin,2,1,Returned,Wholesale,None,MC-8629
INV-000014,2024-06-03,2024-06-07,In-Store Pickup,CL-9904,Karen Wright,Retail Partner,Spain,Barcelona,MI,68764,PD-3670,Wearable Tech,Cordless Drill,2027.5,3,0.06,352.46,Cash,2,3,Returned,In-Store,Silver,MC-8220
INV-000096,2025-12-29,2026-01-02,Freight,CL-6369,Jennifer Lee,Retail Partner,Germany,Berlin,MI,36185,PD-3544,Home Decor,Cordless Drill,2201.19,4,0.06,112.23,Cash,3,3,No Return,Online,Silver,MC-5378
INV-000045,2025-01-06,2025-01-10,Freight,CL-5890,Jennifer Lee,Retail Partner,Spain,Barcelona,TX,74076,PD-2875,Home Decor,Car Battery,665.25,6,0.13,244.9,Bitcoin,3,4,No Return,Wholesale,Gold,MC-5273
INV-000037,2024-11-11,2024-11-15,Freight,CL-4976,David Harris,E-commerce,Netherlands,Rotterdam,SF,51274,PD-3080,Automotive Parts,Cordless Drill,2035.7,4,0.09,286.32,Bitcoin,2,2,Returned,Online,None,MC-6292
INV-000031,2024-09-30,2024-10-04,Drone Delivery,CL-4303,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,FL,66295,PD-3610,Garden Tools,Yoga Mat,2455.02,5,0.19,27.87,Credit Card,5,2,No Return,Online,Gold,MC-2213
INV-000074,2025-07-28,2025-08-01,Freight,CL-7206,James Parker,Retail Partner,Netherlands,Amsterdam,MI,71713,PD-1459,Home Decor,Decorative Lamp,2078.64,7,0.23,394.12,Bitcoin,5,3,No Return,Online,Bronze,MC-3238
INV-000070,2025-06-30,2025-07-04,Freight,CL-2329,David Harris,Retail Partner,France,Marseille,MI,70559,PD-3351,Automotive Parts,Smart Ring,120.17,3,0.29,253.67,Cash,2,1,No Return,Wholesale,Silver,MC-5376
INV-000100,2026-01-26,2026-01-30,Freight,CL-8504,Laura Martinez,E-commerce,Netherlands,Rotterdam,SF,71811,PD-3360,Automotive Parts,Car Battery,591.47,8,0.17,361.17,Bank Transfer,1,2,No Return,In-Store,Bronze,MC-8086
INV-000046,2025-01-13,2025-01-17,In-Store Pickup,CL-7072,Karen Wright,E-commerce,Spain,Barcelona,MI,69543,PD-4770,Garden Tools,Cordless Drill,1514.69,8,0.09,309.08,Bitcoin,2,1,Returned,Wholesale,None,MC-8534
INV-000093,2025-12-08,2025-12-12,Drone Delivery,CL-3098,Laura Martinez,Retail Partner,Netherlands,The Hague,MI,55206,PD-4979,Automotive Parts,Cordless Drill,1912.04,6,0.32,46.01,Bank Transfer,2,3,Returned,Wholesale,Platinum,MC-7747
INV-000066,2025-06-02,2025-06-06,Freight,CL-2361,David Harris,Retail Partner,Netherlands,Rotterdam,FL,66595,PD-3212,Fitness Gear,Smart Ring,1825.23,4,0.24,191.36,Bank Transfer,5,2,Returned,Online,None,MC-4590
INV-000100,2026-01-26,2026-01-30,Freight,CL-8504,Laura Martinez,E-commerce,Netherlands,Rotterdam,SF,71811,PD-3360,Automotive Parts,Car Battery,591.47,8,0.17,361.17,Bank Transfer,1,2,No Return,In-Store,Bronze,MC-9690
INV-000090,2025-11-17,2025-11-21,Drone Delivery,CL-5669,Jennifer Lee,Retail Partner,Germany,Munich,FL,31627,PD-2471,Automotive Parts,Smart Ring,1201.92,2,0.14,69.92,PayPal,2,3,Returned,In-Store,Bronze,MC-7399
INV-000064,2025-05-19,2025-05-23,Drone Delivery,CL-7247,James Parker,E-commerce,Spain,Valencia,SF,30483,PD-3474,Fitness Gear,Decorative Lamp,347.79,3,0.15,152.67,PayPal,2,1,No Return,Online,Gold,MC-7147
INV-000047,2025-01-20,2025-01-24,In-Store Pickup,CL-6092,Jennifer Lee,Retail Partner,France,Paris,TX,68773,PD-4392,Wearable Tech,Decorative Lamp,192.08,3,0.19,177.95,Cash,1,1,No Return,Wholesale,Bronze,MC-5718
INV-000031,2024-09-30,2024-10-04,Drone Delivery,CL-4303,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,FL,66295,PD-3610,Garden Tools,Yoga Mat,2455.02,5,0.19,27.87,Credit Card,5,2,No Return,Online,Gold,MC-7146
INV-000089,2025-11-10,2025-11-14,Drone Delivery,CL-8012,James Parker,Retail Partner,Italy,Milan,FL,56623,PD-4078,Automotive Parts,Yoga Mat,2218.23,2,0.12,318.12,Cash,2,2,Returned,Wholesale,Bronze,MC-9986
INV-000095,2025-12-22,2025-12-26,In-Store Pickup,CL-5522,David Harris,E-commerce,France,Lyon,SF,30933,PD-1988,Home Decor,Decorative Lamp,1823.99,1,0.29,103.98,Cash,3,4,No Return,Wholesale,None,MC-8944
INV-000040,2024-12-02,2024-12-06,Drone Delivery,CL-7953,Jennifer Lee,E-commerce,Germany,Berlin,SF,40897,PD-3960,Wearable Tech,Cordless Drill,2214.3,6,0.17,356.73,Cash,5,2,Returned,Wholesale,Bronze,MC-6185
INV-000053,2025-03-03,2025-03-07,Freight,CL-7565,Jennifer Lee,Retail Partner,Netherlands,The Hague,SF,58032,PD-1143,Automotive Parts,Smart Ring,177.66,3,0.28,218.25,Credit Card,2,1,No Return,In-Store,Gold,MC-8324
INV-000098,2026-01-12,2026-01-16,Drone Delivery,CL-6013,Jennifer Lee,E-commerce,France,Paris,TX,62922,PD-4062,Fitness Gear,Decorative Lamp,729.65,10,0.14,222.51,PayPal,1,4,No Return,Wholesale,Gold,MC-1639
INV-000065,2025-05-26,2025-05-30,Freight,CL-2330,David Harris,E-commerce,Spain,Madrid,FL,31969,PD-1027,Automotive Parts,Car Battery,1647.84,1,0.23,383.74,Credit Card,5,1,Returned,Online,None,MC-9118
INV-000020,2024-07-15,2024-07-19,In-Store Pickup,CL-2544,Jennifer Lee,Retail Partner,France,Lyon,NV,52069,PD-1744,Wearable Tech,Cordless Drill,1157.04,6,0.14,332.84,Bank Transfer,3,1,Returned,In-Store,Bronze,MC-9418
INV-000035,2024-10-28,2024-11-01,Freight,CL-9974,Jennifer Lee,E-commerce,Italy,Rome,SF,69948,PD-3674,Fitness Gear,Decorative Lamp,1661.69,1,0.27,178.37,Cash,3,1,No Return,In-Store,Gold,MC-7940
INV-000091,2025-11-24,2025-11-28,In-Store Pickup,CL-9882,Laura Martinez,E-commerce,Spain,Madrid,SF,41638,PD-4354,Garden Tools,Decorative Lamp,1293.99,3,0.06,235.59,Bank Transfer,2,5,No Return,Online,Gold,MC-1037
INV-000093,2025-12-08,2025-12-12,Drone Delivery,CL-3098,Laura Martinez,Retail Partner,Netherlands,The Hague,MI,55206,PD-4979,Automotive Parts,Cordless Drill,1912.04,6,0.32,46.01,Bank Transfer,2,3,Returned,Wholesale,Platinum,MC-1852
INV-000052,2025-02-24,2025-02-28,In-Store Pickup,CL-9225,Laura Martinez,E-commerce,Italy,Milan,TX,31982,PD-2721,Fitness Gear,Cordless Drill,217.44,8,0.2,257.44,Credit Card,3,4,No Return,In-Store,Bronze,MC-6847
INV-000045,2025-01-06,2025-01-10,Freight,CL-5890,Jennifer Lee,Retail Partner,Spain,Barcelona,TX,74076,PD-2875,Home Decor,Car Battery,665.25,6,0.13,244.9,Bitcoin,3,4,No Return,Wholesale,Gold,MC-6820
INV-000088,2025-11-03,2025-11-07,Freight,CL-3772,Laura Martinez,E-commerce,Germany,Berlin,TX,61096,PD-4806,Wearable Tech,Smart Ring,583.18,3,0.23,77.69,Bank Transfer,3,5,Returned,Online,None,MC-1834
INV-000019,2024-07-08,2024-07-12,Drone Delivery,CL-8325,Jennifer Lee,Retail Partner,Italy,Rome,NV,37817,PD-2871,Home Decor,Cordless Drill,1794.09,4,0.32,335.41,Bank Transfer,2,1,No Return,Wholesale,Bronze,MC-9137
INV-000043,2024-12-23,2024-12-27,Freight,CL-4809,Karen Wright,E-commerce,France,Lyon,TX,43417,PD-4821,Garden Tools,Car Battery,2401.23,1,0.29,368.17,Credit Card,2,1,Returned,Online,Silver,MC-6915
INV-000064,2025-05-19,2025-05-23,Drone Delivery,CL-7247,James Parker,E-commerce,Spain,Valencia,SF,30483,PD-3474,Fitness Gear,Decorative Lamp,347.79,3,0.15,152.67,PayPal,2,1,No Return,Online,Gold,MC-6127
INV-000023,2024-08-05,2024-08-09,Drone Delivery,CL-4702,Jennifer Lee,Retail Partner,Spain,Barcelona,NV,54643,PD-3912,Wearable Tech,Cordless Drill,1358.9,3,0.19,194.35,PayPal,3,4,No Return,Online,None,MC-9347
INV-000067,2025-06-09,2025-06-13,Freight,CL-7569,Jennifer Lee,Retail Partner,Netherlands,Rotterdam,FL,54090,PD-1815,Wearable Tech,Cordless Drill,1215.88,8,0.13,132.75,Cash,5,2,Returned,In-Store,None,MC-4598
INV-000068,2025-06-16,2025-06-20,Drone Delivery,CL-4885,Jennifer Lee,E-commerce,Italy,Rome,MI,68918,PD-2281,Fitness Gear,Yoga Mat,1277.69,9,0.07,338.13,Cash,5,1,No Return,In-Store,Platinum,MC-2366
INV-000018,2024-07-01,2024-07-05,Drone Delivery,CL-9630,David Harris,Retail Partner,Netherlands,Amsterdam,TX,70695,PD-3571,Fitness Gear,Yoga Mat,1632.73,2,0.1,60.3,Bank Transfer,3,1,No Return,Online,Platinum,MC-5308
INV-000065,2025-05-26,2025-05-30,Freight,CL-2330,David Harris,E-commerce,Spain,Madrid,FL,31969,PD-1027,Automotive Parts,Car Battery,1647.84,1,0.23,383.74,Credit Card,5,1,Returned,Online,None,MC-2200
INV-000058,2025-04-07,2025-04-11,Drone Delivery,CL-8032,Jennifer Lee,E-commerce,France,Marseille,NV,37995,PD-3189,Home Decor,Yoga Mat,117.94,6,0.11,342.39,Credit Card,1,5,Returned,Online,Silver,MC-7465
INV-000049,2025-02-03,2025-02-07,Drone Delivery,CL-8363,James Parker,E-commerce,Italy,Milan,SF,44383,PD-3314,Automotive Parts,Yoga Mat,923.93,10,0.33,391.04,Credit Card,2,1,Returned,In-Store,Gold,MC-5239
INV-000003,2024-03-18,2024-03-22,Drone Delivery,CL-7812,Karen Wright,Retail Partner,Netherlands,The Hague,SF,59695,PD-1036,Automotive Parts,Yoga Mat,1980.72,4,0.21,241.58,Bank Transfer,5,1,No Return,Online,Bronze,MC-3595
INV-000042,2024-12-16,2024-12-20,In-Store Pickup,CL-7360,James Parker,Retail Partner,Netherlands,The Hague,SF,40355,PD-1080,Home Decor,Decorative Lamp,2217.06,9,0.1,285.86,Credit Card,1,4,Returned,Online,None,MC-3064
INV-000090,2025-11-17,2025-11-21,Drone Delivery,CL-5669,Jennifer Lee,Retail Partner,Germany,Munich,FL,31627,PD-2471,Automotive Parts,Smart Ring,1201.92,2,0.14,69.92,PayPal,2,3,Returned,In-Store,Bronze,MC-3626
INV-000033,2024-10-14,2024-10-18,Freight,CL-7823,Jennifer Lee,Retail Partner,France,Paris,SF,41882,PD-4308,Automotive Parts,Smart Ring,930.59,10,0.07,182.65,Cash,2,2,Returned,In-Store,Platinum,MC-6784
INV-000095,2025-12-22,2025-12-26,In-Store Pickup,CL-5522,David Harris,E-commerce,France,Lyon,SF,30933,PD-1988,Home Decor,Decorative Lamp,1823.99,1,0.29,103.98,Cash,3,4,No Return,Wholesale,None,MC-7483
INV-000095,2025-12-22,2025-12-26,In-Store Pickup,CL-5522,David Harris,E-commerce,France,Lyon,SF,30933,PD-1988,Home Decor,Decorative Lamp,1823.99,1,0.29,103.98,Cash,3,4,No Return,Wholesale,None,MC-2021
INV-000041,2024-12-09,2024-12-13,Drone Delivery,CL-3737,David Harris,Retail Partner,Germany,Munich,MI,65292,PD-1250,Garden Tools,Decorative Lamp,1046.09,1,0.23,49.78,Credit Card,2,2,No Return,Online,Gold,MC-4059
INV-000098,2026-01-12,2026-01-16,Drone Delivery,CL-6013,Jennifer Lee,E-commerce,France,Paris,TX,62922,PD-4062,Fitness Gear,Decorative Lamp,729.65,10,0.14,222.51,PayPal,1,4,No Return,Wholesale,Gold,MC-9292
INV-000020,2024-07-15,2024-07-19,In-Store Pickup,CL-2544,Jennifer Lee,Retail Partner,France,Lyon,NV,52069,PD-1744,Wearable Tech,Cordless Drill,1157.04,6,0.14,332.84,Bank Transfer,3,1,Returned,In-Store,Bronze,MC-4037
INV-000084,2025-10-06,2025-10-10,Drone Delivery,CL-4359,Laura Martinez,Retail Partner,Germany,Hamburg,TX,41906,PD-4988,Automotive Parts,Decorative Lamp,1901.46,1,0.13,162.93,Bitcoin,2,4,No Return,In-Store,None,MC-8433
INV-000054,2025-03-10,2025-03-14,Freight,CL-6120,James Parker,E-commerce,Italy,Rome,SF,55663,PD-4476,Automotive Parts,Decorative Lamp,2339.61,2,0.13,22.91,Credit Card,2,4,No Return,In-Store,None,MC-8130
INV-000006,2024-04-08,2024-04-12,Drone Delivery,CL-8482,Laura Martinez,E-commerce,Netherlands,Rotterdam,NV,58836,PD-2022,Automotive Parts,Yoga Mat,286.71,11,0.34,102.01,PayPal,5,1,No Return,In-Store,Silver,MC-8496
INV-000099,2026-01-19,2026-01-23,Drone Delivery,CL-6610,Jennifer Lee,E-commerce,Netherlands,The Hague,FL,53416,PD-3838,Wearable Tech,Decorative Lamp,1679.73,7,0.3,301.29,Credit Card,1,3,Returned,Wholesale,Gold,MC-8390
INV-000055,2025-03-17,2025-03-21,Freight,CL-7971,Laura Martinez,E-commerce,France,Marseille,SF,36389,PD-4139,Automotive Parts,Smart Ring,844.35,2,0.11,228.93,Cash,2,2,Returned,Wholesale,None,MC-4155
INV-000076,2025-08-11,2025-08-15,Freight,CL-4653,Laura Martinez,E-commerce,Spain,Barcelona,NV,37465,PD-4070,Fitness Gear,Decorative Lamp,451.05,1,0.12,310.26,Credit Card,3,2,Returned,Wholesale,Silver,MC-1238
INV-000092,2025-12-01,2025-12-05,Drone Delivery,CL-6359,James Parker,E-commerce,Germany,Berlin,MI,73690,PD-1260,Automotive Parts,Cordless Drill,478.0,2,0.17,147.09,Cash,5,2,Returned,In-Store,Silver,MC-6354
INV-000053,2025-03-03,2025-03-07,Freight,CL-7565,Jennifer Lee,Retail Partner,Netherlands,The Hague,SF,58032,PD-1143,Automotive Parts,Smart Ring,177.66,3,0.28,218.25,Credit Card,2,1,No Return,In-Store,Gold,MC-5006
INV-000001,2024-03-04,2024-03-08,Freight,CL-9940,David Harris,E-commerce,Spain,Madrid,NV,50176,PD-2296,Home Decor,Cordless Drill,924.88,10,0.16,390.52,Cash,1,5,No Return,Online,Gold,MC-8656
INV-000005,2024-04-01,2024-04-05,Freight,CL-3909,Laura Martinez,Retail Partner,Italy,Milan,FL,30382,PD-4429,Automotive Parts,Decorative Lamp,1571.15,4,0.14,397.03,Bank Transfer,2,4,No Return,Wholesale,Gold,MC-5167
INV-000097,2026-01-05,2026-01-09,In-Store Pickup,CL-6651,David Harris,Retail Partner,Netherlands,Rotterdam,TX,54261,PD-1809,Wearable Tech,Car Battery,471.29,5,0.26,133.23,Cash,5,3,Returned,Wholesale,Silver,MC-4659
INV-000026,2024-08-26,2024-08-30,Drone Delivery,CL-8694,James Parker,E-commerce,Spain,Barcelona,SF,62498,PD-4808,Home Decor,Yoga Mat,277.44,3,0.32,287.53,Bank Transfer,1,4,No Return,Online,None,MC-4193
INV-000030,2024-09-23,2024-09-27,Drone Delivery,CL-8914,Laura Martinez,Retail Partner,Italy,Rome,NV,74882,PD-4974,Fitness Gear,Cordless Drill,1226.76,11,0.07,185.14,Bitcoin,2,1,No Return,Online,Platinum,MC-2603
INV-000018,2024-07-01,2024-07-05,Drone Delivery,CL-9630,David Harris,Retail Partner,Netherlands,Amsterdam,TX,70695,PD-3571,Fitness Gear,Yoga Mat,1632.73,2,0.1,60.3,Bank Transfer,3,1,No Return,Online,Platinum,MC-6878
INV-000084,2025-10-06,2025-10-10,Drone Delivery,CL-4359,Laura Martinez,Retail Partner,Germany,Hamburg,TX,41906,PD-4988,Automotive Parts,Decorative Lamp,1901.46,1,0.13,162.93,Bitcoin,2,4,No Return,In-Store,None,MC-4702
INV-000038,2024-11-18,2024-11-22,Drone Delivery,CL-4403,David Harris,Retail Partner,Germany,Hamburg,TX,60277,PD-1486,Automotive Parts,Smart Ring,792.62,10,0.13,244.73,Bank Transfer,2,5,Returned,In-Store,None,MC-4166
INV-000046,2025-01-13,2025-01-17,In-Store Pickup,CL-7072,Karen Wright,E-commerce,Spain,Barcelona,MI,69543,PD-4770,Garden Tools,Cordless Drill,1514.69,8,0.09,309.08,Bitcoin,2,1,Returned,Wholesale,None,MC-8659
INV-000052,2025-02-24,2025-02-28,In-Store Pickup,CL-9225,Laura Martinez,E-commerce,Italy,Milan,TX,31982,PD-2721,Fitness Gear,Cordless Drill,217.44,8,0.2,257.44,Credit Card,3,4,No Return,In-Store,Bronze,MC-9219
INV-000013,2024-05-27,2024-05-31,Drone Delivery,CL-7345,Jennifer Lee,Retail Partner,France,Marseille,NV,67537,PD-2746,Wearable Tech,Car Battery,2377.33,8,0.3,321.47,Bank Transfer,1,3,Returned,Wholesale,Bronze,MC-5072
